"","Barrier","Solution","For high-intensity activities (e.g. running)","If activity was planned alone","If activity was planned outside","If activity was planned with other people","For low-intensity activities (e.g. walking)","If material is required","Other Context","Other Activity","Implementation","Other Profile","No Condition"
"1155","Rain","Remind myself of the positive social effects doing this will have",1,1,21,2,1,0,0,0,0,0,0
"1156","Rain","Set my material or equipment ready to use",1,2,19,2,1,8,0,0,0,0,0
"1157","Rain","Set suitable clothing ready to use",1,0,21,1,0,1,0,0,0,0,0
"1158","Rain","Shorten the duration of the activity",3,4,22,2,2,0,0,0,0,0,0
"1159","Rain","Start my day early enough to have time for the activity",0,2,19,1,0,0,0,0,0,0,0
"1160","Rain","Take a different path",4,1,22,3,3,0,1,0,0,0,0
"1161","Rain","Take away distractions",2,1,22,4,2,1,0,0,0,0,0
"1162","Rain","Take breaks whenever needed",3,3,23,3,2,0,0,0,0,0,0
"1163","Rain","Take pictures during the activity",1,0,22,1,1,1,0,1,0,0,0
"1164","Rain","Tell myself that you can do this, and think about why",2,2,22,2,1,1,0,3,0,0,0
"1165","Rain","Think about how I will feel tonight if I haven't managed to do this",2,2,22,1,1,0,1,0,0,0,0
"1166","Rain","Think about situations where I achieved similar goals",1,2,19,1,0,0,0,0,0,0,0
"1167","Rain","Watch something during the activity",0,0,21,0,0,1,0,0,0,0,0
"1168","SelfEff","Adjust the intensity of the activity according to your needs",2,2,4,1,3,1,0,0,0,0,0
"1169","SelfEff","Ask other people if they want to join",4,7,4,5,3,0,0,0,0,0,0
"1170","SelfEff","Change the intensity of the activity",5,3,1,3,2,1,0,0,0,0,0
"1171","SelfEff","Change what I am going to do",3,2,1,3,2,2,0,0,0,0,0
"1172","SelfEff","Combine being active with something else I want to do",1,4,0,2,0,0,0,0,0,0,0
"1173","SelfEff","Divide the activity into shorter parts",3,5,0,0,1,1,0,1,0,0,1
"1174","SelfEff","Find social support in a pet",2,4,4,1,6,2,0,0,0,0,0
"1175","SelfEff","Find someone to demonstrate the behaviour for you online, for example in a video",1,1,1,3,0,3,0,0,0,0,0
"1176","SelfEff","Find someone to help me with those practical barriers",3,3,1,4,1,2,0,0,0,0,0
"1177","SelfEff","Find someone to provide you with instructions for the behaviour online, for example in a video or text",2,2,0,0,1,1,0,0,0,0,0
"1178","SelfEff","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,3,0,3,0,0,0,0,0,0,0
"1179","SelfEff","Keep track of my activity",1,1,1,1,1,1,0,0,0,0,0
"1180","SelfEff","Keep track of my activity using a device, such as a fitness tracker",2,2,2,3,2,2,0,0,0,0,0
"1181","SelfEff","Look up inspirational content, such as videos or posts, online",2,3,1,1,3,3,0,0,0,0,0
"1182","SelfEff","Make a commitment to myself to really do this!",1,3,2,2,1,2,0,0,0,0,0
"1183","SelfEff","Make my goal public",1,2,2,2,1,0,0,0,0,0,1
"1184","SelfEff","Make sure to get enough sleep before the activity",3,2,0,0,1,2,0,0,0,0,0
"1185","SelfEff","Make sure to warm up sufficiently before the activity",3,3,0,1,0,1,0,0,0,1,0
"1186","SelfEff","Plan how to get there",1,1,2,0,0,1,0,0,0,0,0
"1187","SelfEff","Put the material I will need within my sight as a visible reminder",1,1,0,0,0,5,0,0,0,0,0
"1188","SelfEff","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",0,3,0,1,0,0,0,0,0,0,0
"1189","SelfEff","Set my material or equipment ready to use",2,3,1,0,0,3,0,0,0,0,0
"1190","SelfEff","Set suitable clothing ready to use",2,3,4,2,2,3,0,0,0,0,0
"1191","SelfEff","Shorten the duration of the activity",2,6,0,2,0,1,0,1,0,0,1
"1192","SelfEff","Take a different path",3,4,4,2,3,1,0,0,0,0,0
"1193","SelfEff","Take breaks whenever needed",4,2,2,1,2,2,0,0,0,0,0
"1194","SelfEff","Tell myself that you can do this, and think about why",2,3,2,1,3,2,0,0,0,0,0
"1195","SelfEff","Think about situations where I achieved similar goals",0,5,1,1,0,0,0,0,0,0,0
"1196","SelfEff","Use positive selftalk",3,2,1,1,2,1,0,0,0,0,0
"1197","SelfEff","Watch something during the activity",0,3,0,0,1,1,0,0,0,0,1
"1198","SlipperyGround","Call someone while doing the activity",0,1,19,0,0,0,0,0,0,0,0
"1199","SlipperyGround","Change what I am going to do",1,3,17,0,0,0,0,0,0,0,0
"1200","SlipperyGround","Check the weather in advance",2,2,21,1,1,0,0,0,0,0,0
"1201","SlipperyGround","Combine being active with something else I want to do",0,4,20,0,3,0,0,0,0,0,0
"1202","SlipperyGround","Confirm with the other(s) that they will join",2,0,20,9,2,0,0,0,0,0,0
"1203","SlipperyGround","Divide the activity into shorter parts",3,2,20,1,0,0,2,0,0,0,0
"1204","SlipperyGround","Do it at a different time today",1,1,19,1,1,1,1,0,0,0,0
"1205","SlipperyGround","Do it indoors instead",2,2,20,2,1,0,0,0,0,0,0
"1206","SlipperyGround","Do it somewhere else",2,1,17,1,1,0,1,0,0,0,0
"1207","SlipperyGround","Find social support in a pet",1,0,21,1,2,0,0,0,0,0,0
"1208","SlipperyGround","Find someone to help me with those practical barriers",1,1,20,4,1,1,0,0,0,0,0
"1209","SlipperyGround","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,0,17,2,0,0,1,0,0,0,0
"1210","SlipperyGround","Keep my goal in mind",3,2,20,1,3,0,0,0,0,0,0
"1211","SlipperyGround","Look up inspirational content, such as videos or posts, online",0,0,19,0,0,0,0,0,0,0,0
"1212","SlipperyGround","Make a commitment to myself to do this no matter what comes in my way!",1,2,19,1,2,1,0,0,0,0,0
"1213","SlipperyGround","Make a commitment to myself to really do this!",2,0,18,1,0,0,2,0,0,0,0
"1214","SlipperyGround","Make my goal public",0,0,19,0,0,0,0,0,0,0,0
"1215","SlipperyGround","Provide a positive consequence or reward for doing the activity",2,1,20,1,2,0,0,0,0,0,0
"1216","SlipperyGround","Put on music or a podcast",1,2,19,0,1,0,0,0,0,0,0
"1217","SlipperyGround","Set my material or equipment ready to use",1,0,20,0,1,8,0,0,0,0,0
"1218","SlipperyGround","Set suitable clothing ready to use",1,1,19,1,2,1,2,0,0,0,0
"1219","SlipperyGround","Start my day early enough to have time for the activity",2,1,17,1,1,0,0,0,0,0,0
"1220","SlipperyGround","Take a different path",3,3,20,1,0,0,1,0,0,0,0
"1221","SlipperyGround","Take breaks whenever needed",2,3,19,0,0,0,0,0,0,0,0
"1222","SlipperyGround","Take medication to help with the symptoms",0,0,18,0,0,0,0,0,0,0,0
"1223","SlipperyGround","Take pictures during the activity",0,0,17,0,0,1,1,0,0,0,0
"1224","SlipperyGround","Tell myself that you can do this, and think about why",1,2,19,0,0,0,0,0,0,0,0
"1225","SlipperyGround","Think about situations where I achieved similar goals",1,0,19,0,0,0,0,0,0,0,0
"1226","SlipperyGround","Use positive selftalk",1,2,20,0,2,0,0,0,0,0,0
"1227","SlipperyGround","Watch something during the activity",1,0,20,2,1,0,0,0,0,0,0
"1228","SocialSupport","Change what I am going to do",2,4,2,6,2,1,0,0,0,0,0
"1229","SocialSupport","Check the weather in advance",2,1,7,1,2,1,0,0,0,0,0
"1230","SocialSupport","Do it somewhere else",1,5,6,4,1,2,0,0,0,0,0
"1231","SocialSupport","Find social support in a pet",0,4,0,0,0,1,0,0,0,1,0
"1232","SocialSupport","Find someone to help me with those practical barriers",2,7,2,6,1,0,0,0,0,0,1
"1233","SocialSupport","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",4,2,2,6,3,2,0,0,0,0,0
"1234","SocialSupport","Keep my goal in mind",2,4,2,4,3,2,0,0,0,0,0
"1235","SocialSupport","Learn about health benefits of doing the behaviour",1,3,2,3,3,0,0,0,0,0,0
"1236","SocialSupport","Learn about the consequences this will have on my health",1,2,2,3,2,0,0,0,0,0,1
"1237","SocialSupport","Learn about the consequences this will have on my mental health",3,3,3,2,3,1,0,0,0,0,0
"1238","SocialSupport","Learn about the risks of not doing the behaviour",2,3,2,4,2,0,0,0,0,0,0
"1239","SocialSupport","Make sure to warm up sufficiently before the activity",3,1,1,1,2,0,0,0,0,0,0
"1240","SocialSupport","Plan how to get there",0,2,3,2,1,1,0,1,0,0,0
"1241","SocialSupport","Remind myself of the positive effects doing this will have on my mental health",1,4,3,5,3,0,0,0,0,0,0
"1242","SocialSupport","Remind myself of the positive effects doing this will have on my physical health",1,3,2,4,2,0,0,0,0,0,0
"1243","SocialSupport","Remind myself of the positive effects this will have on me",3,3,3,2,3,1,0,0,0,0,0
"1244","SocialSupport","Remind myself of the positive social effects doing this will have",1,3,2,5,2,0,0,0,0,0,0
"1245","SocialSupport","Take breaks whenever needed",3,1,2,3,2,0,0,0,0,0,0
"1246","SocialSupport","Tell myself that you can do this, and think about why",3,3,2,1,3,1,0,0,0,0,0
"1247","SocialSupport","Think about how I will feel tonight if I haven't managed to do this",2,4,1,3,1,2,0,0,0,0,0
"1248","SomethingComesUp","Ask someone to remind you of your activity",0,3,1,11,1,1,0,0,0,0,0
"1249","SomethingComesUp","Change what I am going to do",1,4,1,4,1,1,1,0,0,0,1
"1250","SomethingComesUp","Consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this",2,1,0,1,0,0,0,0,0,0,1
"1251","SomethingComesUp","Divide the activity into shorter parts",4,2,1,2,2,1,0,0,0,0,0
"1252","SomethingComesUp","Do it at a different time today",3,2,1,3,2,1,0,0,0,0,0
"1253","SomethingComesUp","Find someone to help me with those practical barriers",0,1,0,3,0,0,0,0,0,0,0
"1254","SomethingComesUp","Look up inspirational content, such as videos or posts, online",3,3,2,1,1,2,0,0,0,0,1
"1255","SomethingComesUp","Plan when I have to leave to have enough time",2,3,3,3,2,1,0,0,0,0,0
"1256","SomethingComesUp","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",2,3,3,2,1,2,0,0,0,0,0
"1257","SomethingComesUp","Remind myself of the positive effects doing this will have on my mental health",0,4,1,1,0,1,0,0,0,0,0
"1258","SomethingComesUp","Remind myself of the positive effects doing this will have on my physical health",1,2,1,0,1,0,0,0,0,0,0
"1259","SomethingComesUp","Remind myself of the positive effects this will have on me",2,3,0,2,1,0,0,0,0,0,0
"1260","SomethingComesUp","Remind myself of the positive social effects doing this will have",2,3,0,2,1,0,0,0,0,0,0
"1261","SomethingComesUp","Shorten the duration of the activity",7,6,4,5,5,3,0,0,0,0,0
"1262","SomethingComesUp","Start my day early enough to have time for the activity",3,3,2,2,3,2,1,0,0,0,0
"1263","SomethingComesUp","Take pictures during the activity",0,1,2,1,0,0,0,0,0,0,0
"1264","SomethingComesUp","Tell myself that you can do this, and think about why",1,1,1,0,1,1,1,0,0,0,0
"1265","SomethingComesUp","Think about how I will feel tonight if I haven't managed to do this",1,1,1,1,1,0,0,0,0,0,1
"1266","SomethingComesUp","Think about situations where I achieved similar goals",2,2,2,2,2,2,0,0,0,0,0
"1267","SomethingComesUp","Use positive selftalk",2,4,0,2,0,0,0,0,0,0,0
"1268","Sore Muscles ","Adjust the intensity of the activity according to your needs",5,2,1,1,4,1,0,0,0,0,0
"1269","Sore Muscles ","Ask other people if they want to join",2,3,3,4,2,1,0,0,0,0,0
"1270","Sore Muscles ","Call someone while doing the activity",1,6,1,2,4,2,0,0,0,1,0
"1271","Sore Muscles ","Change the intensity of the activity",5,3,1,1,2,1,0,0,0,0,0
"1272","Sore Muscles ","Change what I am going to do",8,5,2,3,3,1,0,0,0,0,0
"1273","Sore Muscles ","Combine being active with something else I want to do",1,1,0,2,1,1,0,0,0,0,0
"1274","Sore Muscles ","Confirm with the other(s) that they will join",0,0,1,12,1,0,0,0,0,0,0
"1275","Sore Muscles ","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",4,2,1,2,2,1,0,0,0,0,0
"1276","Sore Muscles ","Divide the activity into shorter parts",5,4,1,2,3,0,0,0,0,0,0
"1277","Sore Muscles ","Find social support in a pet",1,2,0,0,1,1,0,0,0,0,0
"1278","Sore Muscles ","Find someone to provide you with instructions for the behaviour online, for example in a video or text",1,0,0,2,0,2,0,0,0,0,0
"1279","Sore Muscles ","Find someone to provide you with the needed information, either online or offline",3,3,1,0,1,2,0,0,0,0,0
"1280","Sore Muscles ","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,1,0,3,0,1,0,0,0,0,0
"1281","Sore Muscles ","Keep my goal in mind",1,4,1,1,1,1,0,0,0,0,0
"1282","Sore Muscles ","Learn about health benefits of doing the behaviour",2,0,0,0,3,0,0,0,0,0,0
"1283","Sore Muscles ","Learn about the consequences this will have on my health",2,1,1,2,2,0,0,0,0,0,0
"1284","Sore Muscles ","Learn about the risks of not doing the behaviour",1,1,1,0,1,1,0,0,0,0,0
"1285","Sore Muscles ","Look up inspirational content, such as videos or posts, online",1,2,1,0,0,1,0,0,0,0,0
"1286","Sore Muscles ","Make a commitment to myself to do this no matter what comes in my way!",3,1,1,1,3,0,0,0,0,0,0
"1287","Sore Muscles ","Make a commitment to myself to really do this!",0,3,0,0,0,0,0,0,0,0,0
"1288","Sore Muscles ","Make my goal public",1,1,0,2,1,1,0,0,0,0,1
"1289","Sore Muscles ","Make sure to be visible",1,1,3,0,0,0,0,0,0,0,0
"1290","Sore Muscles ","Make sure to eat well before and after, and time your meals appropriately",1,3,0,0,0,1,0,0,0,0,0
"1291","Sore Muscles ","Make sure to warm up sufficiently before the activity",5,4,1,2,1,2,0,0,0,0,0
"1292","Sore Muscles ","Provide a positive consequence or reward for doing the activity",1,0,0,1,0,1,0,0,0,0,0
"1293","Sore Muscles ","Put on music or a podcast",4,5,2,2,3,2,0,0,0,0,0
"1294","Sore Muscles ","Put the material I will need within my sight as a visible reminder",0,0,1,0,0,3,0,0,0,0,0
"1295","Sore Muscles ","Remind myself of the positive effects doing this will have on my physical health",1,1,1,0,3,0,0,0,0,0,0
"1296","Sore Muscles ","Remind myself of the positive effects this will have on me",1,0,0,0,2,0,0,0,0,0,0
"1297","Sore Muscles ","Set my material or equipment ready to use",0,1,0,0,0,7,0,0,0,0,0
"1298","Sore Muscles ","Set suitable clothing ready to use",3,1,2,1,1,2,0,0,0,0,0
"1299","Sore Muscles ","Shorten the duration of the activity",5,3,2,1,2,2,0,1,0,0,0
"1300","Sore Muscles ","Take breaks whenever needed",5,3,3,2,4,1,0,0,0,0,0
"1301","Sore Muscles ","Take medication to help with the symptoms",5,2,0,1,3,1,0,1,0,0,0
"1302","Sore Muscles ","Take pictures during the activity",0,0,1,0,0,2,0,0,0,0,0
"1303","Sore Muscles ","Tell myself that you can do this, and think about why",2,1,1,2,2,1,0,0,0,0,0
"1304","Sore Muscles ","Think about how I will feel tonight if I haven't managed to do this",0,2,0,0,0,1,0,0,0,1,0
"1305","Sore Muscles ","Think about situations where I achieved similar goals",1,3,0,0,0,0,0,0,0,0,0
"1306","Sore Muscles ","Use positive selftalk",2,2,0,0,1,0,0,0,0,0,0
"1307","Sore Muscles ","Watch something during the activity",2,6,0,1,3,1,1,0,0,0,0
"1308","StomachAche","Adjust the intensity of the activity according to your needs",5,1,0,0,1,2,0,0,0,0,0
"1309","StomachAche","Call someone while doing the activity",0,2,0,2,2,1,0,0,0,0,0
"1310","StomachAche","Change the intensity of the activity",7,2,2,1,3,2,0,0,0,1,0
"1311","StomachAche","Change what I am going to do",7,5,3,3,2,1,0,0,0,0,0
"1312","StomachAche","Combine being active with something else I want to do",1,7,2,3,2,2,0,0,0,0,0
"1313","StomachAche","Confirm with the other(s) that they will join",0,1,1,10,0,0,0,0,0,0,0
"1314","StomachAche","Consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this",2,0,1,0,1,0,0,0,0,0,1
"1315","StomachAche","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",4,3,1,2,2,1,0,0,0,0,0
"1316","StomachAche","Divide the activity into shorter parts",6,2,3,4,5,3,0,0,0,0,0
"1317","StomachAche","Find social support in a pet",0,3,0,0,1,0,0,0,0,0,0
"1318","StomachAche","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,0,1,3,1,1,0,0,0,1,0
"1319","StomachAche","Keep my goal in mind",2,4,0,1,2,3,0,0,0,0,0
"1320","StomachAche","Learn about health benefits of doing the behaviour",3,5,1,2,3,2,0,0,0,0,0
"1321","StomachAche","Learn about the consequences this will have on my health",2,2,1,1,1,2,0,0,0,0,0
"1322","StomachAche","Learn about the risks of not doing the behaviour",1,1,4,1,1,0,0,0,0,0,0
"1323","StomachAche","Look up inspirational content, such as videos or posts, online",1,5,0,0,1,2,0,0,0,0,0
"1324","StomachAche","Make a commitment to myself to do this no matter what comes in my way!",2,4,3,2,3,2,0,0,0,0,0
"1325","StomachAche","Make a commitment to myself to really do this!",1,1,0,1,2,2,0,0,0,1,0
"1326","StomachAche","Make my goal public",2,1,2,3,2,1,1,0,0,0,0
"1327","StomachAche","Make sure to eat well before and after, and time your meals appropriately",1,1,1,2,4,2,0,0,0,0,0
"1328","StomachAche","Make sure to get enough sleep before the activity",4,1,1,1,0,0,0,0,0,0,0
"1329","StomachAche","Make sure to warm up sufficiently before the activity",2,2,2,1,3,1,0,1,0,0,0
"1330","StomachAche","Provide a positive consequence or reward for doing the activity",3,3,0,1,1,2,0,0,0,0,0
"1331","StomachAche","Put a visible reminder, like a postit, somewhere where I will see it",1,2,1,1,0,3,0,0,0,0,0
"1332","StomachAche","Put on music or a podcast",4,5,2,1,3,2,0,0,0,0,0
"1333","StomachAche","Remind myself of the positive effects doing this will have on my physical health",1,1,0,0,1,0,0,0,0,0,0
"1334","StomachAche","Remind myself of the positive effects this will have on me",4,5,3,3,4,4,0,0,0,0,0
"1335","StomachAche","Set an alarm",0,3,2,3,0,0,0,0,0,0,0
"1336","StomachAche","Set my material or equipment ready to use",0,2,2,0,0,6,0,0,0,0,0
"1337","StomachAche","Set suitable clothing ready to use",2,1,2,1,1,3,0,0,0,0,0
"1338","StomachAche","Shorten the duration of the activity",5,3,3,2,3,2,0,0,0,1,0
"1339","StomachAche","Take a different path",3,3,2,1,1,1,0,0,0,0,0
"1340","StomachAche","Take breaks whenever needed",2,3,2,2,3,3,0,0,0,0,0
"1341","StomachAche","Take medication to help with the symptoms",2,1,1,1,2,2,0,0,0,1,0
"1342","StomachAche","Take pictures during the activity",1,1,1,1,1,3,0,0,0,0,0
"1343","StomachAche","Tell myself that you can do this, and think about why",1,1,2,1,2,0,0,0,0,0,0
"1344","StomachAche","Think about how I will feel tonight if I haven't managed to do this",1,5,0,2,1,1,0,0,0,0,0
"1345","StomachAche","Think about situations where I achieved similar goals",1,2,1,1,2,2,0,0,0,1,0
"1346","StomachAche","Use positive selftalk",1,5,0,0,1,2,0,0,0,0,0
"1347","StomachAche","Watch something during the activity",0,5,0,1,3,2,1,0,0,0,0
"1348","Sweat","Adjust the intensity of the activity according to your needs",4,3,0,0,2,3,0,0,0,0,0
"1349","Sweat","Ask someone to remind you of your activity",0,0,1,3,0,2,0,0,0,0,0
"1350","Sweat","Call someone while doing the activity",1,3,0,1,2,1,0,0,0,0,0
"1351","Sweat","Change the intensity of the activity",4,2,2,1,3,2,0,0,0,0,0
"1352","Sweat","Change what I am going to do",6,7,4,3,1,2,0,0,0,0,0
"1353","Sweat","Check the weather in advance",2,1,8,0,1,1,0,0,0,0,0
"1354","Sweat","Combine being active with something else I want to do",0,1,1,1,1,0,0,0,0,0,0
"1355","Sweat","Confirm that the gym / court / ... will be available",1,1,1,0,1,4,0,0,0,0,0
"1356","Sweat","Divide the activity into shorter parts",5,3,1,3,0,0,0,0,0,0,0
"1357","Sweat","Do it at a different time today",5,6,4,0,2,0,0,0,0,0,0
"1358","Sweat","Do the activity alone",0,5,1,1,0,0,0,0,0,0,0
"1359","Sweat","Find social support in a pet",0,3,1,0,2,0,0,0,0,2,0
"1360","Sweat","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,1,0,3,0,1,0,0,0,0,1
"1361","Sweat","Keep my goal in mind",1,1,0,0,1,0,0,0,0,0,0
"1362","Sweat","Keep track of my activity",2,3,1,2,0,0,0,0,0,0,0
"1363","Sweat","Learn about health benefits of doing the behaviour",2,1,2,1,2,1,0,0,0,0,0
"1364","Sweat","Learn about the consequences this will have on my health",2,4,1,1,1,0,0,0,0,0,0
"1365","Sweat","Learn about the consequences this will have on my mental health",2,4,0,1,0,0,0,0,0,0,0
"1366","Sweat","Learn about the risks of not doing the behaviour",1,1,1,2,0,0,0,0,0,0,0
"1367","Sweat","Make a commitment to myself to do this no matter what comes in my way!",5,3,3,1,2,0,0,0,0,0,0
"1368","Sweat","Make a commitment to myself to really do this!",2,5,0,2,0,0,0,0,0,0,0
"1369","Sweat","Make my goal public",0,3,0,0,0,2,0,0,0,0,0
"1370","Sweat","Make sure to be visible",1,5,2,2,1,1,0,0,0,0,0
"1371","Sweat","Make sure to eat well before and after, and time your meals appropriately",3,2,1,1,1,2,0,0,0,0,0
"1372","Sweat","Make sure to get enough sleep before the activity",2,2,1,1,0,0,0,0,0,0,0
"1373","Sweat","Provide a positive consequence or reward for doing the activity",4,4,1,2,2,2,0,0,0,0,0
"1374","Sweat","Put on music or a podcast",1,6,2,0,2,0,0,0,0,0,0
"1375","Sweat","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",0,0,2,1,1,0,0,0,0,0,0
"1376","Sweat","Remind myself of the positive effects doing this will have on my mental health",4,1,0,3,0,0,0,0,0,0,0
"1377","Sweat","Remind myself of the positive effects doing this will have on my physical health",3,3,0,1,1,1,0,0,0,0,0
"1378","Sweat","Remind myself of the positive effects this will have on me",1,1,0,0,1,0,0,0,0,0,0
"1379","Sweat","Set my material or equipment ready to use",0,2,1,1,0,3,0,0,0,0,0
"1380","Sweat","Set suitable clothing ready to use",3,2,2,0,1,2,0,0,0,0,1
"1381","Sweat","Shorten the duration of the activity",4,4,3,1,0,0,0,0,0,0,1
"1382","Sweat","Take a different path",3,1,3,1,3,0,3,0,0,0,0
"1383","Sweat","Take breaks whenever needed",5,0,1,1,2,1,0,0,0,0,0
"1384","Sweat","Take medication to help with the symptoms",1,0,0,0,1,0,0,0,0,0,0
"1385","Sweat","Take pictures during the activity",1,3,1,1,0,0,0,0,0,0,0
"1386","Sweat","Use positive selftalk",1,0,1,0,1,0,0,0,0,0,2
"1387","Sweat","Watch something during the activity",1,4,0,0,1,0,0,0,0,0,0
"1388","TooCold","Call someone while doing the activity",0,6,21,0,3,0,0,2,0,0,0
"1389","TooCold","Change what I am going to do",3,4,19,2,2,0,0,0,0,0,0
"1390","TooCold","Check the weather in advance",1,1,18,1,1,1,0,0,0,0,0
"1391","TooCold","Combine being active with something else I want to do",0,2,21,1,2,1,0,0,0,0,0
"1392","TooCold","Divide the activity into shorter parts",4,5,21,2,3,0,2,0,0,0,0
"1393","TooCold","Do it at a different time today",0,3,21,0,1,0,2,0,0,0,0
"1394","TooCold","Do it indoors instead",3,3,21,0,2,0,0,1,0,0,0
"1395","TooCold","Do it somewhere else",1,2,21,1,2,0,0,1,0,0,1
"1396","TooCold","Find social support in a pet",1,2,18,1,3,0,0,0,0,0,0
"1397","TooCold","Find someone to provide you with instructions for the behaviour online, for example in a video or text",0,1,21,1,1,1,0,0,0,0,0
"1398","TooCold","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,3,21,1,1,0,0,0,0,0,0
"1399","TooCold","Keep my goal in mind",1,1,18,1,1,0,0,0,0,0,0
"1400","TooCold","Keep track of my activity using a device, such as a fitness tracker",0,1,20,0,1,0,0,0,0,0,1
"1401","TooCold","Learn about health benefits of doing the behaviour",1,0,21,1,0,1,0,0,0,0,0
"1402","TooCold","Learn about the consequences this will have on my health",2,1,18,1,2,0,0,0,0,0,0
"1403","TooCold","Learn about the consequences this will have on my mental health",0,1,20,0,0,0,0,0,0,0,0
"1404","TooCold","Learn about the risks of not doing the behaviour",0,0,21,0,0,0,0,0,0,1,0
"1405","TooCold","Look up inspirational content, such as videos or posts, online",0,2,21,0,1,0,0,0,0,0,1
"1406","TooCold","Make a commitment to myself to do this no matter what comes in my way!",1,2,21,2,1,1,0,0,0,0,0
"1407","TooCold","Make a commitment to myself to really do this!",0,1,21,1,1,0,0,0,0,0,0
"1408","TooCold","Make my goal public",0,1,21,0,0,0,0,0,0,0,0
"1409","TooCold","Make sure to eat well before and after, and time your meals appropriately",1,1,18,1,1,0,0,0,0,0,0
"1410","TooCold","Provide a positive consequence or reward for doing the activity",0,2,20,0,1,0,0,0,0,0,0
"1411","TooCold","Put a visible reminder, like a postit, somewhere where I will see it",1,1,20,0,0,0,0,0,0,0,0
"1412","TooCold","Put on music or a podcast",1,5,20,0,2,0,0,0,0,0,0
"1413","TooCold","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",0,0,20,1,0,1,0,0,0,0,0
"1414","TooCold","Remind myself of the positive effects doing this will have on my mental health",2,1,21,0,1,0,0,0,0,0,0
"1415","TooCold","Remind myself of the positive effects doing this will have on my physical health",0,1,21,0,0,1,0,0,0,0,0
"1416","TooCold","Remind myself of the positive effects this will have on me",1,1,21,0,0,0,0,0,0,0,0
"1417","TooCold","Remind myself of the positive social effects doing this will have",1,1,21,1,2,1,0,0,0,0,0
"1418","TooCold","Set my material or equipment ready to use",0,0,19,0,0,3,0,0,0,0,0
"1419","TooCold","Set suitable clothing ready to use",1,1,21,1,2,2,0,0,0,0,0
"1420","TooCold","Shorten the duration of the activity",3,4,19,2,5,0,0,0,0,0,0
"1421","TooCold","Start my day early enough to have time for the activity",2,2,18,1,2,0,0,0,0,0,0
"1422","TooCold","Take pictures during the activity",0,1,21,0,2,0,0,1,0,0,0
"1423","TooCold","Tell myself that you can do this, and think about why",1,2,21,1,2,1,0,0,0,0,0
"1424","TooCold","Think about how I will feel tonight if I haven't managed to do this",1,2,19,1,1,0,0,0,0,0,0
"1425","TooCold","Think about situations where I achieved similar goals",0,1,21,0,1,0,1,0,0,0,0
"1426","TooCold","Use positive selftalk",0,2,20,0,0,0,1,0,0,0,0
"1427","TooCold","Watch something during the activity",0,2,20,0,0,0,0,0,0,0,0
"1428","TooDark","Call someone while doing the activity",2,5,24,1,2,0,0,0,0,1,0
"1429","TooDark","Change the intensity of the activity",3,1,22,0,1,0,0,0,0,0,0
"1430","TooDark","Change what I am going to do",0,2,22,0,0,0,0,0,0,0,0
"1431","TooDark","Check the weather in advance",2,0,21,0,2,2,0,0,0,0,0
"1432","TooDark","Combine being active with something else I want to do",2,2,23,0,2,0,0,0,0,0,0
"1433","TooDark","Confirm that the gym / court / ... will be available",0,2,22,0,1,2,0,0,0,0,0
"1434","TooDark","Do it at a different time today",2,3,21,1,2,2,0,0,0,0,0
"1435","TooDark","Do it indoors instead",1,2,22,1,1,2,0,0,0,0,1
"1436","TooDark","Do it somewhere else",3,2,20,3,3,2,2,0,0,2,0
"1437","TooDark","Find social support in a pet",0,1,22,0,1,1,0,0,0,0,0
"1438","TooDark","Find someone to help me with those practical barriers",1,2,18,2,1,1,1,0,0,0,0
"1439","TooDark","Find someone to provide you with the needed information, either online or offline",1,0,23,0,1,1,0,0,0,0,0
"1440","TooDark","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",2,4,23,3,2,0,0,0,0,0,0
"1441","TooDark","Keep my goal in mind",1,2,21,1,1,1,0,0,0,0,0
"1442","TooDark","Keep track of my activity using a device, such as a fitness tracker",3,1,21,0,3,1,0,0,0,0,0
"1443","TooDark","Learn about the consequences this will have on my health",0,1,22,0,1,0,0,0,0,0,0
"1444","TooDark","Look up inspirational content, such as videos or posts, online",0,1,18,0,0,0,1,0,0,0,0
"1445","TooDark","Make a commitment to myself to do this no matter what comes in my way!",1,0,24,0,1,0,0,0,0,0,0
