"","ID_barrier","label_barrier","Instance_barrier","barrier_group","Instance_solution","ID_solution","label_solution","Category","Count_Always","Count_CC","Count_Never","Count_Total","Rel_Always","Rel_CC","Rel_Never","Relevance"
"132","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",10,4,5,19,0.53,0.21,0.26,"relevant"
"133","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",1,3,18,22,0.05,0.14,0.82,"relevant"
"134","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",3,2,14,19,0.16,0.11,0.74,"relevant"
"135","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","make sure to get enough sleep before the activity","COPPER:4049","appropriate sleep BCT","prepare for activity",16,2,4,22,0.73,0.09,0.18,"irrelevant"
"136","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",6,5,7,18,0.33,0.28,0.39,"relevant"
"137","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",7,2,10,19,0.37,0.11,0.53,"relevant"
"138","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",18,0,1,19,0.95,0,0.05,"relevant"
"139","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",10,2,7,19,0.53,0.11,0.37,"relevant"
"140","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",16,1,2,19,0.84,0.05,0.11,"relevant"
"141","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",8,7,4,19,0.42,0.37,0.21,"relevant"
"142","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",12,3,5,20,0.6,0.15,0.25,"relevant"
"143","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",15,3,1,19,0.79,0.16,0.05,"relevant"
"144","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",10,3,6,19,0.53,0.16,0.32,"relevant"
"145","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",12,7,3,22,0.55,0.32,0.14,"relevant"
"146","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",8,8,3,19,0.42,0.42,0.16,"relevant"
"147","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","change the intensity of the activity","COPPER:4009","adapt intensity BCT","review behavioral plan",13,5,4,22,0.59,0.23,0.18,"relevant"
"148","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",18,0,1,19,0.95,0,0.05,"relevant"
"149","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",12,5,2,19,0.63,0.26,0.11,"relevant"
"150","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this","COPPER:4045","encourage caffeine consumption BCT","prepare for activity",6,4,9,19,0.32,0.21,0.47,"irrelevant"
"151","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",19,1,2,22,0.86,0.05,0.09,"relevant"
"152","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",7,7,5,19,0.37,0.37,0.26,"relevant"
"153","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",12,2,5,19,0.63,0.11,0.26,"relevant"
"154","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","find someone to demonstrate the behaviour for you online, for example in a video","COPPER:4029","advice to seek demonstration of the behaviour online","social support, information and awareness",6,3,10,19,0.32,0.16,0.53,"irrelevant"
"155","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",5,7,10,22,0.23,0.32,0.45,"relevant"
"156","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","do the activity alone","COPPER:4015","reduce company BCT","review behavioral plan",2,9,11,22,0.09,0.41,0.5,"relevant"
"157","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",6,9,4,19,0.32,0.47,0.21,"relevant"
"158","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","keep track of my activity using a device, such as a fitness tracker","COPPER:4043","monitor behaviour passively BCT","goal directed BCT",11,3,6,20,0.55,0.15,0.3,"irrelevant"
"159","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",15,2,3,20,0.75,0.1,0.15,"relevant"
"160","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",11,2,6,19,0.58,0.11,0.32,"relevant"
"161","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",15,4,3,22,0.68,0.18,0.14,"relevant"
"162","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",13,4,5,22,0.59,0.18,0.23,"relevant"
"163","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",19,1,2,22,0.86,0.05,0.09,"relevant"
"164","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",15,4,0,19,0.79,0.21,0,"relevant"
"165","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",9,5,4,18,0.5,0.28,0.22,"relevant"
"166","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",10,6,3,19,0.53,0.32,0.16,"relevant"
"167","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",9,3,8,20,0.45,0.15,0.4,"relevant"
"168","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",15,4,0,19,0.79,0.21,0,"relevant"
"169","MFOEM:000108","feeling bad","feeling bad","Bodily and affective feelings","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",16,2,2,20,0.8,0.1,0.1,"relevant"
